Region,Latitude,Longitude,AgeRange,UserId,Label,Total_Quantity,Total_Value,Total_churn_period,StDev_Quantity,StDev_Value,StDev_churn_period,AvgTimeDelta,Recency,Unique_TransactionId,Unique_ItemId,Unique_churn_period,Total_Quantity_per_Unique_TransactionId,Total_Quantity_per_Unique_ItemId,Total_Quantity_per_Unique_churn_period,Total_Value_per_Unique_TransactionId,Total_Value_per_Unique_ItemId,Total_Value_per_Unique_churn_period,Total_churn_period_per_Unique_TransactionId,Total_churn_period_per_Unique_ItemId,Total_churn_period_per_Unique_churn_period
Midwest,40.424648,-83.378905,31-35,1791884,Nonchurner,23,1990,378,0.574513149960142,62.6101121528372,0,0,87,18,15,1,1.21052631578947,1.4375,11.5,104.736842105263,124.375,995,19.8947368421053,23.625,189
Midwest,40.424648,-83.378905,36-40,1805642,Churner,5,472,105,0,84.028566571137,0,1.4,51,5,5,1,0.833333333333333,0.833333333333333,2.5,78.6666666666667,78.6666666666667,236,17.5,17.5,52.5
Midwest,40.424648,-83.378905,36-40,590235,Churner,77,10129,945,1.56120906267346,373.641711112167,0,2.02222222222222,3,45,32,1,1.67391304347826,2.33333333333333,38.5,220.195652173913,306.939393939394,5064.5,20.5434782608696,28.6363636363636,472.5
Midwest,40.424648,-83.378905,36-40,2104843,Churner,11,797,189,0.440958551844098,57.0090148816639,0,5,18,9,9,1,1.1,1.1,5.5,79.7,79.7,398.5,18.9,18.9,94.5
Midwest,40.424648,-83.378905,36-40,2024431,Churner,21,1298,315,0.828078671210825,117.24508315409,0,0,59,15,12,1,1.3125,1.61538461538462,10.5,81.125,99.8461538461538,649,19.6875,24.2307692307692,157.5
Midwest,40.424648,-83.378905,36-40,1666199,Churner,19,569,210,1.59513148186739,52.6865996034834,0,5.7,17,10,8,1,1.72727272727273,2.11111111111111,9.5,51.7272727272727,63.2222222222222,284.5,19.0909090909091,23.3333333333333,105
Midwest,40.424648,-83.378905,36-40,2131528,Nonchurner,31,2676,483,0.647280721183483,108.779012303783,0,0.304347826086957,21,23,18,1,1.29166666666667,1.63157894736842,15.5,111.5,140.842105263158,1338,20.125,25.4210526315789,241.5
Midwest,40.424648,-83.378905,36-40,2130118,Nonchurner,9,864,189,0,53.7633704300614,0,0,14,9,8,1,0.9,1,4.5,86.4,96,432,18.9,21,94.5
Midwest,40.424648,-83.378905,36-40,813303,Churner,11,1895,168,0.517549169506766,170.995770624389,0,0,51,8,7,1,1.22222222222222,1.375,5.5,210.555555555556,236.875,947.5,18.6666666666667,21,84
Midwest,40.424648,-83.378905,36-40,1440263,Churner,19,1862,315,0.593616839704664,209.724944584454,0,5.33333333333333,7,15,14,1,1.1875,1.26666666666667,9.5,116.375,124.133333333333,931,19.6875,21,157.5
Midwest,40.424648,-83.378905,36-40,1490565,Churner,53,6801,567,0.897924165098482,158.10958549576,0,0.518518518518518,72,27,23,1,1.89285714285714,2.20833333333333,26.5,242.892857142857,283.375,3400.5,20.25,23.625,283.5
Midwest,40.424648,-83.378905,36-40,471305,Churner,11,1061,210,0.316227766016838,49.3771202076427,0,0,81,10,10,1,1,1,5.5,96.4545454545455,96.4545454545455,530.5,19.0909090909091,19.0909090909091,105
Midwest,40.424648,-83.378905,36-40,1438277,Nonchurner,70,7483,1134,0.602811952581154,120.324028223769,0,1.61111111111111,1,54,40,1,1.27272727272727,1.70731707317073,35,136.054545454545,182.512195121951,3741.5,20.6181818181818,27.6585365853659,567
Midwest,40.424648,-83.378905,36-40,1152432,Churner,27,2049,525,0.276887462097269,51.3115321670805,0,0,0,25,20,1,1.03846153846154,1.28571428571429,13.5,78.8076923076923,97.5714285714286,1024.5,20.1923076923077,25,262.5
Midwest,40.424648,-83.378905,36-40,1173611,Churner,3,269,63,0,53.7246064046386,0,0,31,3,3,1,0.75,0.75,1.5,67.25,67.25,134.5,15.75,15.75,31.5
Midwest,40.424648,-83.378905,36-40,2031019,Churner,11,1193,168,0.744023809142845,118.102180335504,0,0,80,8,7,1,1.22222222222222,1.375,5.5,132.555555555556,149.125,596.5,18.6666666666667,21,84
Midwest,40.424648,-83.378905,36-40,639903,Churner,23,1133,357,0.996316746232607,56.4656324418564,0,0,3,17,13,1,1.27777777777778,1.64285714285714,11.5,62.9444444444444,80.9285714285714,566.5,19.8333333333333,25.5,178.5
Midwest,40.424648,-83.378905,36-40,2028422,Churner,10,386,147,0.786795792469443,29.3338744538834,0,0,74,7,7,1,1.25,1.25,5,48.25,48.25,193,18.375,18.375,73.5
Midwest,40.424648,-83.378905,36-40,1912609,Nonchurner,32,1822,546,0.42966892442366,58.1260169472659,0,0.653846153846154,60,26,13,1,1.18518518518519,2.28571428571429,16,67.4814814814815,130.142857142857,911,20.2222222222222,39,273
Midwest,40.424648,-83.378905,36-40,355766,Nonchurner,23,1664,252,1.16450015288132,80.269243892985,0,7,1,12,12,1,1.76923076923077,1.76923076923077,11.5,128,128,832,19.3846153846154,19.3846153846154,126
Midwest,40.424648,-83.378905,36-40,1157406,Nonchurner,104,10836,1470,0.988966040988134,131.163422791039,0,0.871428571428571,19,70,50,1,1.46478873239437,2.03921568627451,52,152.619718309859,212.470588235294,5418,20.7042253521127,28.8235294117647,735
Midwest,40.424648,-83.378905,36-40,2170114,Nonchurner,27,2175,336,1.07819293264239,122.699887938009,0,1.1875,1,16,14,1,1.58823529411765,1.8,13.5,127.941176470588,145,1087.5,19.7647058823529,22.4,168
Midwest,40.424648,-83.378905,36-40,1382686,Nonchurner,35,20108,672,0.296144581080299,1923.97541648167,0,2.3125,18,32,20,1,1.06060606060606,1.66666666666667,17.5,609.333333333333,957.52380952381,10054,20.3636363636364,32,336
Midwest,40.424648,-83.378905,36-40,1816686,Churner,47,4644,630,0.858359836662575,137.668868090717,0,0.7,17,30,23,1,1.51612903225806,1.95833333333333,23.5,149.806451612903,193.5,2322,20.3225806451613,26.25,315
Midwest,40.424648,-83.378905,36-40,1997873,Nonchurner,58,3073,1029,0.391230398217976,42.145581025773,0,0.979591836734694,18,49,38,1,1.16,1.48717948717949,29,61.46,78.7948717948718,1536.5,20.58,26.3846153846154,514.5
Midwest,40.424648,-83.378905,36-40,1960334,Churner,2,570,21,0,0,0,0,51,1,1,1,1,1,1,285,285,285,10.5,10.5,10.5
Midwest,40.424648,-83.378905,36-40,1915181,Churner,8,545,84,1.15470053837925,71.8487995724355,0,6.25,72,4,4,1,1.6,1.6,4,109,109,272.5,16.8,16.8,42
Midwest,40.424648,-83.378905,36-40,1647716,Nonchurner,41,2730,777,0.314800093867678,67.7126835054372,0,2.05405405405405,18,37,30,1,1.07894736842105,1.32258064516129,20.5,71.8421052631579,88.0645161290323,1365,20.4473684210526,25.0645161290323,388.5
Midwest,40.424648,-83.378905,36-40,1967302,Nonchurner,8,644,105,1.34164078649987,64.9592179755883,0,6.8,37,5,5,1,1.33333333333333,1.33333333333333,4,107.333333333333,107.333333333333,322,17.5,17.5,52.5
Midwest,40.424648,-83.378905,36-40,938570,Churner,4,48,42,0,8.48528137423857,0,7,76,2,2,1,1.33333333333333,1.33333333333333,2,16,16,24,14,14,21
Midwest,40.424648,-83.378905,36-40,1945409,Nonchurner,108,8200,1743,0.776718233103246,98.2461764955946,0,0.698795180722892,24,83,54,1,1.28571428571429,1.96363636363636,54,97.6190476190476,149.090909090909,4100,20.75,31.6909090909091,871.5
Midwest,40.424648,-83.378905,36-40,2005690,Nonchurner,39,2337,588,0.875141711880434,74.0692779531969,0,2.57142857142857,19,28,21,1,1.3448275862069,1.77272727272727,19.5,80.5862068965517,106.227272727273,1168.5,20.2758620689655,26.7272727272727,294
Midwest,40.424648,-83.378905,36-40,1851991,Churner,19,1225,315,0.79880863671798,57.0083536067512,0,0,53,15,13,1,1.1875,1.35714285714286,9.5,76.5625,87.5,612.5,19.6875,22.5,157.5
Midwest,40.424648,-83.378905,36-40,2025988,Churner,16,1306,294,0.363136519601281,123.728877651239,0,0,4,14,11,1,1.06666666666667,1.33333333333333,8,87.0666666666667,108.833333333333,653,19.6,24.5,147
Midwest,40.424648,-83.378905,36-40,1273946,Churner,5,103,42,0.707106781186548,50.2045814642449,0,0,42,2,2,1,1.66666666666667,1.66666666666667,2.5,34.3333333333333,34.3333333333333,51.5,14,14,21
Midwest,40.424648,-83.378905,36-40,1475630,Churner,11,1057,126,0.983192080250175,56.2758088939348,0,0,60,6,5,1,1.57142857142857,1.83333333333333,5.5,151,176.166666666667,528.5,18,21,63
Midwest,40.424648,-83.378905,36-40,1209228,Churner,14,879,210,0.699205898780101,58.5177086207434,0,0.2,2,10,10,1,1.27272727272727,1.27272727272727,7,79.9090909090909,79.9090909090909,439.5,19.0909090909091,19.0909090909091,105
Midwest,40.424648,-83.378905,36-40,1610130,Churner,8,796,105,0.894427190999916,102.123454700671,0,0,77,5,5,1,1.33333333333333,1.33333333333333,4,132.666666666667,132.666666666667,398,17.5,17.5,52.5
Midwest,40.424648,-83.378905,36-40,425926,Churner,19,1184,336,0.403112887414928,32.9443976016156,0,3.4375,17,16,8,1,1.11764705882353,2.11111111111111,9.5,69.6470588235294,131.555555555556,592,19.7647058823529,37.3333333333333,168
Midwest,40.424648,-83.378905,36-40,23733,Churner,7,1941,84,0.957427107756338,671.77445371692,0,0,68,4,4,1,1.4,1.4,3.5,388.2,388.2,970.5,16.8,16.8,42
Midwest,40.424648,-83.378905,36-40,1999457,Churner,8,1137,84,0.816496580927726,192.413400434239,0,0.25,16,4,4,1,1.6,1.6,4,227.4,227.4,568.5,16.8,16.8,42
Midwest,40.424648,-83.378905,36-40,1873405,Churner,20,2366,294,0.646206172658864,161.762408868924,0,4.85714285714286,21,14,12,1,1.33333333333333,1.53846153846154,10,157.733333333333,182,1183,19.6,22.6153846153846,147
Midwest,40.424648,-83.378905,36-40,1683639,Churner,46,3957,903,0.337733963858094,88.2840352207667,0,0,38,43,30,1,1.04545454545455,1.48387096774194,23,89.9318181818182,127.645161290323,1978.5,20.5227272727273,29.1290322580645,451.5
Midwest,40.424648,-83.378905,36-40,2174808,Churner,5,207,42,0.707106781186548,48.7903679018718,0,0,3,2,2,1,1.66666666666667,1.66666666666667,2.5,69,69,103.5,14,14,21
Midwest,40.424648,-83.378905,36-40,2023595,Nonchurner,66,5084,1092,0.68928450016807,74.4107875862136,0,1.32692307692308,20,52,36,1,1.24528301886792,1.78378378378378,33,95.9245283018868,137.405405405405,2542,20.6037735849057,29.5135135135135,546
Midwest,40.424648,-83.378905,36-40,1379198,Churner,6,682,126,0,60.8594008076539,0,2.66666666666667,37,6,6,1,0.857142857142857,0.857142857142857,3,97.4285714285714,97.4285714285714,341,18,18,63
Midwest,40.424648,-83.378905,36-40,2172200,Nonchurner,21,1947,231,1.37510330190466,160.586425329167,0,1.54545454545455,3,11,10,1,1.75,1.90909090909091,10.5,162.25,177,973.5,19.25,21,115.5
Midwest,40.424648,-83.378905,36-40,1218312,Churner,31,3016,378,1.56451667242655,215.646285062919,0,0.833333333333333,75,18,14,1,1.63157894736842,2.06666666666667,15.5,158.736842105263,201.066666666667,1508,19.8947368421053,25.2,189
Midwest,40.424648,-83.378905,36-40,1124989,Nonchurner,16,1590,231,0.934198732993828,243.284756463024,0,6.09090909090909,9,11,10,1,1.33333333333333,1.45454545454545,8,132.5,144.545454545455,795,19.25,21,115.5
Midwest,40.424648,-83.378905,36-40,774420,Churner,3,92,42,0.707106781186548,33.9411254969543,0,0,0,2,2,1,1,1,1.5,30.6666666666667,30.6666666666667,46,14,14,21
Midwest,40.424648,-83.378905,36-40,919937,Nonchurner,138,7534,1260,4.68788557736222,118.521594494767,0,1.1,31,60,38,1,2.26229508196721,3.53846153846154,69,123.508196721311,193.179487179487,3767,20.655737704918,32.3076923076923,630
Midwest,40.424648,-83.378905,36-40,2125435,Nonchurner,18,2363,273,0.650443635587991,92.8602479052562,0,0,20,13,9,1,1.28571428571429,1.8,9,168.785714285714,236.3,1181.5,19.5,27.3,136.5
Midwest,40.424648,-83.378905,36-40,1473926,Churner,38,2527,420,1.02083557106808,182.567154191201,0,0.15,76,20,16,1,1.80952380952381,2.23529411764706,19,120.333333333333,148.647058823529,1263.5,20,24.7058823529412,210
Midwest,40.424648,-83.378905,36-40,1862003,Churner,1,139,21,0,0,0,0,8,1,1,1,0.5,0.5,0.5,69.5,69.5,69.5,10.5,10.5,10.5
Midwest,40.424648,-83.378905,36-40,1197549,Churner,9,1327,189,0,96.3380910013157,0,5.88888888888889,21,9,6,1,0.9,1.28571428571429,4.5,132.7,189.571428571429,663.5,18.9,27,94.5
Midwest,40.424648,-83.378905,36-40,1855227,Churner,10,1205,210,0,55.6002597915593,0,0,52,10,8,1,0.909090909090909,1.11111111111111,5,109.545454545455,133.888888888889,602.5,19.0909090909091,23.3333333333333,105
Midwest,40.424648,-83.378905,36-40,2036328,Churner,12,487,126,1.09544511501033,54.7299430537495,0,12,15,6,6,1,1.71428571428571,1.71428571428571,6,69.5714285714286,69.5714285714286,243.5,18,18,63
Midwest,40.424648,-83.378905,36-40,1478839,Churner,27,2091,378,1.20049009599756,139.145395814848,0,0,4,18,15,1,1.42105263157895,1.6875,13.5,110.052631578947,130.6875,1045.5,19.8947368421053,23.625,189
Midwest,40.424648,-83.378905,36-40,1781083,Churner,6,377,105,0.447213595499958,53.2005639067858,0,0,53,5,5,1,1,1,3,62.8333333333333,62.8333333333333,188.5,17.5,17.5,52.5
Midwest,40.424648,-83.378905,36-40,1532791,Churner,24,1939,357,1.22774302733775,66.9649820692085,0,0,8,17,14,1,1.33333333333333,1.6,12,107.722222222222,129.266666666667,969.5,19.8333333333333,23.8,178.5
Midwest,40.424648,-83.378905,36-40,169059,Churner,24,2256,462,0.29424494316825,85.2356549990489,0,0,38,22,21,1,1.04347826086957,1.09090909090909,12,98.0869565217391,102.545454545455,1128,20.0869565217391,21,231
Midwest,40.424648,-83.378905,36-40,1510003,Churner,4,236,21,0,0,0,0,73,1,1,1,2,2,2,118,118,118,10.5,10.5,10.5
Midwest,40.424648,-83.378905,36-40,24297,Churner,9,568,126,1.22474487139159,63.5032807551442,0,0,5,6,6,1,1.28571428571429,1.28571428571429,4.5,81.1428571428571,81.1428571428571,284,18,18,63
Midwest,40.424648,-83.378905,36-40,1754933,Churner,33,1067,210,3.52924291535105,69.5813672376928,0,7.3,18,10,6,1,3,4.71428571428571,16.5,97,152.428571428571,533.5,19.0909090909091,30,105
Midwest,40.424648,-83.378905,36-40,1443615,Nonchurner,35,2377,315,2.35027860557201,151.563219561375,0,0,61,15,14,1,2.1875,2.33333333333333,17.5,148.5625,158.466666666667,1188.5,19.6875,21,157.5
Midwest,40.424648,-83.378905,36-40,1801651,Churner,6,510,42,2.82842712474619,240.416305603426,0,0,8,2,1,1,2,3,3,170,255,255,14,21,21
Midwest,40.424648,-83.378905,36-40,1958997,Nonchurner,20,3304,378,0.323380833381777,406.568165505631,0,0,87,18,14,1,1.05263157894737,1.33333333333333,10,173.894736842105,220.266666666667,1652,19.8947368421053,25.2,189
Midwest,40.424648,-83.378905,36-40,1928105,Churner,23,1738,462,0.21320071635561,68.0322052588401,0,0,80,22,20,1,1,1.0952380952381,11.5,75.5652173913043,82.7619047619048,869,20.0869565217391,22,231
Midwest,40.424648,-83.378905,36-40,1822359,Churner,12,1960,210,0.421637021355784,227.761571239165,0,0.6,57,10,7,1,1.09090909090909,1.5,6,178.181818181818,245,980,19.0909090909091,26.25,105
Midwest,40.424648,-83.378905,36-40,2126517,Churner,25,2853,336,0.813941029804985,155.720141600244,0,0.875,73,16,13,1,1.47058823529412,1.78571428571429,12.5,167.823529411765,203.785714285714,1426.5,19.7647058823529,24,168
Midwest,40.424648,-83.378905,36-40,1952582,Churner,35,2076,651,0.340777100548239,35.1762077461151,0,0,16,31,22,1,1.09375,1.52173913043478,17.5,64.875,90.2608695652174,1038,20.34375,28.304347826087,325.5
Midwest,40.424648,-83.378905,36-40,1957327,Nonchurner,80,7500,1197,0.728492796385774,143.087129720773,0,1,16,57,38,1,1.37931034482759,2.05128205128205,40,129.310344827586,192.307692307692,3750,20.6379310344828,30.6923076923077,598.5
Midwest,40.424648,-83.378905,36-40,1102741,Churner,4,220,63,0.577350269189626,11.3724814061547,0,0,89,3,3,1,1,1,2,55,55,110,15.75,15.75,31.5
Midwest,40.424648,-83.378905,36-40,2144917,Churner,35,3562,483,1.16266016364477,131.206050424453,0,0.565217391304348,74,23,17,1,1.45833333333333,1.94444444444444,17.5,148.416666666667,197.888888888889,1781,20.125,26.8333333333333,241.5
Midwest,40.424648,-83.378905,36-40,1753356,Churner,15,495,147,1.86445447147161,31.2021061560182,0,0,61,7,6,1,1.875,2.14285714285714,7.5,61.875,70.7142857142857,247.5,18.375,21,73.5
Midwest,40.424648,-83.378905,36-40,1772593,Churner,14,902,168,1.75254916376933,52.9683193724594,0,0,20,8,8,1,1.55555555555556,1.55555555555556,7,100.222222222222,100.222222222222,451,18.6666666666667,18.6666666666667,84
Midwest,40.424648,-83.378905,36-40,2135625,Nonchurner,94,13845,1365,0.919081899757328,389.837506212524,0,1.41538461538462,4,65,40,1,1.42424242424242,2.29268292682927,47,209.772727272727,337.682926829268,6922.5,20.6818181818182,33.2926829268293,682.5
Midwest,40.424648,-83.378905,36-40,1546484,Churner,29,1899,315,1.22279928657082,81.8097095180552,0,0,61,15,10,1,1.8125,2.63636363636364,14.5,118.6875,172.636363636364,949.5,19.6875,28.6363636363636,157.5
Midwest,40.424648,-83.378905,36-40,1584844,Churner,19,1206,147,2.75162289775117,149.295807359879,0,0.142857142857143,37,7,7,1,2.375,2.375,9.5,150.75,150.75,603,18.375,18.375,73.5
Midwest,40.424648,-83.378905,36-40,2132754,Churner,61,8219,882,1.06387191949584,550.99353668447,0,1.02380952380952,51,42,27,1,1.41860465116279,2.17857142857143,30.5,191.139534883721,293.535714285714,4109.5,20.5116279069767,31.5,441
Midwest,40.424648,-83.378905,36-40,1790771,Churner,8,365,168,0,30.7242923898524,0,0,88,8,7,1,0.888888888888889,1,4,40.5555555555556,45.625,182.5,18.6666666666667,21,84
Midwest,40.424648,-83.378905,36-40,2017303,Churner,2,376,21,0,0,0,0,78,1,1,1,1,1,1,188,188,188,10.5,10.5,10.5
Midwest,40.424648,-83.378905,36-40,1847185,Churner,37,3993,525,0.714142842854285,197.517619467226,0,1.32,27,25,18,1,1.42307692307692,1.94736842105263,18.5,153.576923076923,210.157894736842,1996.5,20.1923076923077,27.6315789473684,262.5
Midwest,40.424648,-83.378905,36-40,2040547,Churner,3,765,63,0,242.921798116184,0,0,38,3,2,1,0.75,1,1.5,191.25,255,382.5,15.75,21,31.5
Midwest,40.424648,-83.378905,36-40,1346558,Nonchurner,55,2032,567,1.22416318298481,52.140780284351,0,2.22222222222222,0,27,16,1,1.96428571428571,3.23529411764706,27.5,72.5714285714286,119.529411764706,1016,20.25,33.3529411764706,283.5
Midwest,40.424648,-83.378905,36-40,2093284,Churner,6,132,21,0,0,0,0,12,1,1,1,3,3,3,66,66,66,10.5,10.5,10.5
Midwest,40.424648,-83.378905,36-40,1775877,Churner,13,891,231,0.603022689155527,63.3292981170643,0,0,3,11,9,1,1.08333333333333,1.3,6.5,74.25,89.1,445.5,19.25,23.1,115.5
Midwest,40.424648,-83.378905,36-40,1356243,Churner,46,4444,861,0.399695005674296,97.1439339456614,0,0.51219512195122,73,41,33,1,1.0952380952381,1.35294117647059,23,105.809523809524,130.705882352941,2222,20.5,25.3235294117647,430.5
Midwest,40.424648,-83.378905,36-40,1471830,Churner,28,1838,504,0.380693493813441,53.1265238485625,0,0,17,24,17,1,1.12,1.55555555555556,14,73.52,102.111111111111,919,20.16,28,252
Midwest,40.424648,-83.378905,36-40,2117966,Churner,13,1134,252,0.288675134594813,81.1211215629836,0,0,93,12,9,1,1,1.3,6.5,87.2307692307692,113.4,567,19.3846153846154,25.2,126
Midwest,40.424648,-83.378905,36-40,1737349,Churner,28,2333,462,0.55048188256318,78.4507593654876,0,0,66,22,17,1,1.21739130434783,1.55555555555556,14,101.434782608696,129.611111111111,1166.5,20.0869565217391,25.6666666666667,231
Midwest,40.424648,-83.378905,36-40,2030203,Nonchurner,36,2604,651,0.373878250552983,54.1337848913843,0,0,80,31,24,1,1.125,1.44,18,81.375,104.16,1302,20.34375,26.04,325.5
Midwest,40.424648,-83.378905,36-40,159746,Churner,65,13864,1260,0.278717806785302,430.931504513097,0,1.06666666666667,17,60,29,1,1.0655737704918,2.16666666666667,32.5,227.27868852459,462.133333333333,6932,20.655737704918,42,630
Midwest,40.424648,-83.378905,36-40,1394078,Nonchurner,40,2206,714,0.575804482562473,42.8773901751878,0,1.58823529411765,18,34,27,1,1.14285714285714,1.42857142857143,20,63.0285714285714,78.7857142857143,1103,20.4,25.5,357
Midwest,40.424648,-83.378905,36-40,1655896,Churner,41,3232,756,0.424451092775988,61.537496634682,0,0,17,36,27,1,1.10810810810811,1.46428571428571,20.5,87.3513513513514,115.428571428571,1616,20.4324324324324,27,378
Midwest,40.424648,-83.378905,36-40,1481143,Nonchurner,9,1718,189,0,279.69869701361,0,0,80,9,8,1,0.9,1,4.5,171.8,190.888888888889,859,18.9,21,94.5
Midwest,40.424648,-83.378905,36-40,22163,Nonchurner,21,1347,336,0.602079728939615,54.4808452577601,0,0,12,16,13,1,1.23529411764706,1.5,10.5,79.2352941176471,96.2142857142857,673.5,19.7647058823529,24,168
Midwest,40.424648,-83.378905,36-40,764452,Churner,72,3226,924,1.03633767260975,54.5232072318742,0,0.977272727272727,52,44,32,1,1.6,2.18181818181818,36,71.6888888888889,97.7575757575758,1613,20.5333333333333,28,462
Midwest,40.424648,-83.378905,36-40,2123554,Nonchurner,3,267,63,0,17.3205080756888,0,0,6,3,3,1,0.75,0.75,1.5,66.75,66.75,133.5,15.75,15.75,31.5
Midwest,40.424648,-83.378905,36-40,522670,Churner,21,1822,378,0.383482494423685,85.5099275664428,0,0,59,18,14,1,1.10526315789474,1.4,10.5,95.8947368421053,121.466666666667,911,19.8947368421053,25.2,189
Midwest,40.424648,-83.378905,36-40,1546774,Nonchurner,27,2524,357,1.46025783380075,125.325634671772,0,0,72,17,16,1,1.5,1.58823529411765,13.5,140.222222222222,148.470588235294,1262,19.8333333333333,21,178.5
Midwest,40.424648,-83.378905,36-40,1835908,Churner,16,753,273,0.438529009653515,35.1626258463479,0,0,2,13,11,1,1.14285714285714,1.33333333333333,8,53.7857142857143,62.75,376.5,19.5,22.75,136.5
Midwest,40.424648,-83.378905,36-40,1396676,Nonchurner,49,4367,798,0.611064411911689,250.916523383714,0,1.55263157894737,24,38,29,1,1.25641025641026,1.63333333333333,24.5,111.974358974359,145.566666666667,2183.5,20.4615384615385,26.6,399
Midwest,40.424648,-83.378905,36-40,1518801,Nonchurner,41,4433,567,1.05138627792696,186.049215374079,0,1.51851851851852,20,27,19,1,1.46428571428571,2.05,20.5,158.321428571429,221.65,2216.5,20.25,28.35,283.5
Midwest,40.424648,-83.378905,36-40,1677959,Churner,6,307,126,0,25.4905211140664,0,0,15,6,4,1,0.857142857142857,1.2,3,43.8571428571429,61.4,153.5,18,25.2,63
Midwest,40.424648,-83.378905,36-40,414296,Churner,18,4104,294,0.825420305855557,455.104359484699,0,0,13,14,12,1,1.2,1.38461538461538,9,273.6,315.692307692308,2052,19.6,22.6153846153846,147
Midwest,40.424648,-83.378905,36-40,1439892,Nonchurner,38,2101,294,3.75045784750796,168.291626139186,0,2.42857142857143,56,14,11,1,2.53333333333333,3.16666666666667,19,140.066666666667,175.083333333333,1050.5,19.6,24.5,147
Midwest,40.424648,-83.378905,36-40,1873658,Churner,69,7636,1197,0.490511471587973,113.935753342506,0,1.19298245614035,25,57,41,1,1.18965517241379,1.64285714285714,34.5,131.655172413793,181.809523809524,3818,20.6379310344828,28.5,598.5
Midwest,40.424648,-83.378905,36-40,1379464,Nonchurner,72,4643,945,3.42716421337737,119.054473568899,0,0.133333333333333,11,45,35,1,1.56521739130435,2,36,100.934782608696,128.972222222222,2321.5,20.5434782608696,26.25,472.5
Midwest,40.424648,-83.378905,36-40,1893687,Churner,6,254,42,1.4142135623731,154.149278298667,0,0,77,2,2,1,2,2,3,84.6666666666667,84.6666666666667,127,14,14,21
Midwest,40.424648,-83.378905,36-40,1314496,Churner,13,1943,252,0.288675134594813,143.278151816244,0,1.25,80,12,11,1,1,1.08333333333333,6.5,149.461538461538,161.916666666667,971.5,19.3846153846154,21,126
Midwest,40.424648,-83.378905,36-40,1561937,Churner,40,4943,735,0.429969707746757,172.733913989167,0,0.228571428571429,58,35,27,1,1.11111111111111,1.42857142857143,20,137.305555555556,176.535714285714,2471.5,20.4166666666667,26.25,367.5
Midwest,40.424648,-83.378905,36-40,1500301,Churner,17,619,168,2.4164614034339,95.7510723550544,0,0,88,8,6,1,1.88888888888889,2.42857142857143,8.5,68.7777777777778,88.4285714285714,309.5,18.6666666666667,24,84
Midwest,40.424648,-83.378905,36-40,1827347,Nonchurner,33,1387,462,0.511766315719159,37.2373049926667,0,0.0454545454545455,59,22,17,1,1.43478260869565,1.83333333333333,16.5,60.304347826087,77.0555555555556,693.5,20.0869565217391,25.6666666666667,231
Midwest,40.424648,-83.378905,36-40,2055312,Churner,42,2715,462,1.41114917402165,125.075847118728,0,0.954545454545455,17,22,18,1,1.82608695652174,2.21052631578947,21,118.04347826087,142.894736842105,1357.5,20.0869565217391,24.3157894736842,231
Midwest,40.424648,-83.378905,36-40,2145716,Nonchurner,18,891,315,0.414039335605413,33.5576263420744,0,0,20,15,13,1,1.125,1.28571428571429,9,55.6875,63.6428571428571,445.5,19.6875,22.5,157.5
Midwest,40.424648,-83.378905,36-40,993166,Churner,22,2512,378,0.427792631946499,135.611131862275,0,3.11111111111111,31,18,13,1,1.15789473684211,1.57142857142857,11,132.210526315789,179.428571428571,1256,19.8947368421053,27,189
Midwest,40.424648,-83.378905,36-40,1893717,Churner,6,254,42,1.4142135623731,154.149278298667,0,0,77,2,2,1,2,2,3,84.6666666666667,84.6666666666667,127,14,14,21
Midwest,40.424648,-83.378905,36-40,1795554,Churner,26,2653,420,0.470162345981627,130.423712325796,0,0,59,20,15,1,1.23809523809524,1.625,13,126.333333333333,165.8125,1326.5,20,26.25,210
Midwest,40.424648,-83.378905,36-40,1766363,Nonchurner,12,996,252,0,43.0348695827,0,0,38,12,12,1,0.923076923076923,0.923076923076923,6,76.6153846153846,76.6153846153846,498,19.3846153846154,19.3846153846154,126
Midwest,40.424648,-83.378905,36-40,2099286,Churner,22,1409,315,0.516397779494322,91.3224011531725,0,1.26666666666667,54,15,12,1,1.375,1.69230769230769,11,88.0625,108.384615384615,704.5,19.6875,24.2307692307692,157.5
Midwest,40.424648,-83.378905,36-40,2161341,Churner,5,267,84,0.5,47.0203856499143,0,0,73,4,3,1,1,1.25,2.5,53.4,66.75,133.5,16.8,21,42
Midwest,40.424648,-83.378905,36-40,2042886,Churner,9,977,105,0.836660026534076,128.369778374818,0,0,57,5,2,1,1.5,3,4.5,162.833333333333,325.666666666667,488.5,17.5,35,52.5
Midwest,40.424648,-83.378905,36-40,1479874,Nonchurner,33,2542,504,0.646898957233327,63.9122473577548,0,2.33333333333333,24,24,16,1,1.32,1.94117647058824,16.5,101.68,149.529411764706,1271,20.16,29.6470588235294,252
Midwest,40.424648,-83.378905,36-40,1681994,Nonchurner,9,2523,126,0.836660026534076,475.450418024845,0,0.666666666666667,51,6,6,1,1.28571428571429,1.28571428571429,4.5,360.428571428571,360.428571428571,1261.5,18,18,63
Midwest,40.424648,-83.378905,36-40,1108590,Nonchurner,19,2234,378,0.235702260395516,91.8098347217442,0,0,37,18,15,1,1,1.1875,9.5,117.578947368421,139.625,1117,19.8947368421053,23.625,189
